"","Model","InOutSample","Location","Denomination","fh","MAPE","RMSE","linearmodel","nonlinearmodel","preprocessing","ID","DateExecuted"
"722","MLP-Individual","Out Sample","Jakarta","K100000",21,196.777327027606,16614475.8985644,"","15","Box-Cox lambda -0.0432558225810838","27c48ad532474f4f9412c6dd4940001f",2020-10-21 13:54:52
"723","MLP-Individual","Out Sample","Jakarta","K100000",22,181.444468130824,16907898.0093669,"","15","Box-Cox lambda -0.0432558225810838","27c48ad532474f4f9412c6dd4940001f",2020-10-21 13:54:52
"724","MLP-Individual","Out Sample","Jakarta","K100000",23,147.049208700284,18039951.8293536,"","15","Box-Cox lambda -0.0432558225810838","27c48ad532474f4f9412c6dd4940001f",2020-10-21 13:54:52
"725","MLP-Individual","Out Sample","Jakarta","K100000",24,156.658878077153,19362894.0928174,"","15","Box-Cox lambda -0.0432558225810838","27c48ad532474f4f9412c6dd4940001f",2020-10-21 13:54:52
"726","MLP-Individual","In Sample","Jakarta","K100000",0,0.0495791512509334,0.00751049867858068,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"727","MLP-Individual","Out Sample","Jakarta","K100000",1,34.3220708420146,1572991.00924321,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"728","MLP-Individual","Out Sample","Jakarta","K100000",2,39.9797341236923,2127021.71512803,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"729","MLP-Individual","Out Sample","Jakarta","K100000",3,66.4853487087754,5582537.1482299,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"730","MLP-Individual","Out Sample","Jakarta","K100000",4,73.4277051759197,5603650.94422191,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"731","MLP-Individual","Out Sample","Jakarta","K100000",5,77.5958285840019,7523946.60515338,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"732","MLP-Individual","Out Sample","Jakarta","K100000",6,162.344610664274,12421917.8443624,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"733","MLP-Individual","Out Sample","Jakarta","K100000",7,146.689899153964,10177076.3767313,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"734","MLP-Individual","Out Sample","Jakarta","K100000",8,145.25206940961,8715809.93572923,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"735","MLP-Individual","Out Sample","Jakarta","K100000",9,112.776892402157,7809651.38569202,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"736","MLP-Individual","Out Sample","Jakarta","K100000",10,193.400081213296,17353276.8973744,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"737","MLP-Individual","Out Sample","Jakarta","K100000",11,123.150342441143,12844188.493637,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"738","MLP-Individual","Out Sample","Jakarta","K100000",12,72.7832161366806,8062826.57603981,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"739","MLP-Individual","Out Sample","Jakarta","K100000",13,51.6830616128051,7202929.7532772,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"740","MLP-Individual","Out Sample","Jakarta","K100000",14,54.1367755281639,7900016.01829858,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"741","MLP-Individual","Out Sample","Jakarta","K100000",15,402.087373720612,37829315.2626271,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"742","MLP-Individual","Out Sample","Jakarta","K100000",16,78.4599487275844,10482087.6410994,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"743","MLP-Individual","Out Sample","Jakarta","K100000",17,125.740240456244,14886332.9910463,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"744","MLP-Individual","Out Sample","Jakarta","K100000",18,142.042707163468,17453153.8338487,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"745","MLP-Individual","Out Sample","Jakarta","K100000",19,201.105006656796,18651576.7058127,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"746","MLP-Individual","Out Sample","Jakarta","K100000",20,175.67899666355,17048579.9790614,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"747","MLP-Individual","Out Sample","Jakarta","K100000",21,196.777327027606,16614475.8985644,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"748","MLP-Individual","Out Sample","Jakarta","K100000",22,181.444468130824,16907898.0093669,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"749","MLP-Individual","Out Sample","Jakarta","K100000",23,147.049208700284,18039951.8293536,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"750","MLP-Individual","Out Sample","Jakarta","K100000",24,156.658878077153,19362894.0928174,"","15","Box-Cox lambda -0.0432558225810838","57f17bdbaefe950831834488ae0441a6",2020-10-21 13:55:43
"751","MLP-Individual","In Sample","Jakarta","K100000",0,0.0686836938476231,0.0111227743494681,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"752","MLP-Individual","Out Sample","Jakarta","K100000",1,127.392232669744,5838425.00527759,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"753","MLP-Individual","Out Sample","Jakarta","K100000",2,83.4834705360273,4417617.38093958,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"754","MLP-Individual","Out Sample","Jakarta","K100000",3,66.3727553576928,3879167.79290649,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"755","MLP-Individual","Out Sample","Jakarta","K100000",4,72.5292879961856,4332241.06535898,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"756","MLP-Individual","Out Sample","Jakarta","K100000",5,71.880796725693,5659119.42699054,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"757","MLP-Individual","Out Sample","Jakarta","K100000",6,73.9215176401034,4178947.77769271,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"758","MLP-Individual","Out Sample","Jakarta","K100000",7,92.7995224384556,5774974.0548358,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"759","MLP-Individual","Out Sample","Jakarta","K100000",8,138.999824335018,10211288.4158604,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"760","MLP-Individual","Out Sample","Jakarta","K100000",9,91.5894780650874,5724501.9718513,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"761","MLP-Individual","Out Sample","Jakarta","K100000",10,194.473935957916,13448332.7653586,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"762","MLP-Individual","Out Sample","Jakarta","K100000",11,64.4510084167064,6854006.29493277,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"763","MLP-Individual","Out Sample","Jakarta","K100000",12,204.748438791692,15666063.5405101,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"764","MLP-Individual","Out Sample","Jakarta","K100000",13,74.0971000509333,6166147.69477419,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"765","MLP-Individual","Out Sample","Jakarta","K100000",14,179.617076815886,12625590.8151937,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"766","MLP-Individual","Out Sample","Jakarta","K100000",15,73.3450934221294,6922515.60233696,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"767","MLP-Individual","Out Sample","Jakarta","K100000",16,139.21782769879,10659666.1360726,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"768","MLP-Individual","Out Sample","Jakarta","K100000",17,192.282848944757,14768572.6651749,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"769","MLP-Individual","Out Sample","Jakarta","K100000",18,125.554944647229,9993547.17298291,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"770","MLP-Individual","Out Sample","Jakarta","K100000",19,150.848578276761,12632991.7586341,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"771","MLP-Individual","Out Sample","Jakarta","K100000",20,315.679718857268,24122790.4735802,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"772","MLP-Individual","Out Sample","Jakarta","K100000",21,196.646798431567,14249620.2983452,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"773","MLP-Individual","Out Sample","Jakarta","K100000",22,226.906132813416,16043274.564366,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"774","MLP-Individual","Out Sample","Jakarta","K100000",23,265.789433927362,24212923.3060033,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"775","MLP-Individual","Out Sample","Jakarta","K100000",24,243.886898792322,17039480.4407045,"","15-11","Box-Cox lambda -0.0432558225810838","5346a24c9ad267e317f2f181ba5915ac",2020-10-21 13:56:34
"776","MLP-Individual","In Sample","Jakarta","K100000",0,0.0686836938476231,0.0111227743494681,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"777","MLP-Individual","Out Sample","Jakarta","K100000",1,127.392232669744,5838425.00527759,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"778","MLP-Individual","Out Sample","Jakarta","K100000",2,83.4834705360273,4417617.38093958,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"779","MLP-Individual","Out Sample","Jakarta","K100000",3,66.3727553576928,3879167.79290649,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"780","MLP-Individual","Out Sample","Jakarta","K100000",4,72.5292879961856,4332241.06535898,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"781","MLP-Individual","Out Sample","Jakarta","K100000",5,71.880796725693,5659119.42699054,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"782","MLP-Individual","Out Sample","Jakarta","K100000",6,73.9215176401034,4178947.77769271,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"783","MLP-Individual","Out Sample","Jakarta","K100000",7,92.7995224384556,5774974.0548358,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"784","MLP-Individual","Out Sample","Jakarta","K100000",8,138.999824335018,10211288.4158604,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"785","MLP-Individual","Out Sample","Jakarta","K100000",9,91.5894780650874,5724501.9718513,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"786","MLP-Individual","Out Sample","Jakarta","K100000",10,194.473935957916,13448332.7653586,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"787","MLP-Individual","Out Sample","Jakarta","K100000",11,64.4510084167064,6854006.29493277,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"788","MLP-Individual","Out Sample","Jakarta","K100000",12,204.748438791692,15666063.5405101,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"789","MLP-Individual","Out Sample","Jakarta","K100000",13,74.0971000509333,6166147.69477419,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"790","MLP-Individual","Out Sample","Jakarta","K100000",14,179.617076815886,12625590.8151937,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"791","MLP-Individual","Out Sample","Jakarta","K100000",15,73.3450934221294,6922515.60233696,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"792","MLP-Individual","Out Sample","Jakarta","K100000",16,139.21782769879,10659666.1360726,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"793","MLP-Individual","Out Sample","Jakarta","K100000",17,192.282848944757,14768572.6651749,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"794","MLP-Individual","Out Sample","Jakarta","K100000",18,125.554944647229,9993547.17298291,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"795","MLP-Individual","Out Sample","Jakarta","K100000",19,150.848578276761,12632991.7586341,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"796","MLP-Individual","Out Sample","Jakarta","K100000",20,315.679718857268,24122790.4735802,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"797","MLP-Individual","Out Sample","Jakarta","K100000",21,196.646798431567,14249620.2983452,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"798","MLP-Individual","Out Sample","Jakarta","K100000",22,226.906132813416,16043274.564366,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"799","MLP-Individual","Out Sample","Jakarta","K100000",23,265.789433927362,24212923.3060033,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"800","MLP-Individual","Out Sample","Jakarta","K100000",24,243.886898792322,17039480.4407045,"","15-11","Box-Cox lambda -0.0432558225810838","2573ca7fd7cb54a11b08e25db3d38f53",2020-10-21 14:11:29
"801","MLP-Individual","In Sample","Jakarta","K100000",0,2.70227908829739,93387.067710473,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"802","MLP-Individual","Out Sample","Jakarta","K100000",1,156.33811044384,7165023.44110298,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"803","MLP-Individual","Out Sample","Jakarta","K100000",2,106.670622561825,5549502.58453079,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"804","MLP-Individual","Out Sample","Jakarta","K100000",3,82.1304042866874,4762828.46284368,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"805","MLP-Individual","Out Sample","Jakarta","K100000",4,72.2921512555296,4320516.80338526,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"806","MLP-Individual","Out Sample","Jakarta","K100000",5,87.6364245753519,9675546.8092011,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"807","MLP-Individual","Out Sample","Jakarta","K100000",6,80.2095828789977,5967009.31692404,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"808","MLP-Individual","Out Sample","Jakarta","K100000",7,75.2905492630249,4689839.48480018,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"809","MLP-Individual","Out Sample","Jakarta","K100000",8,194.568354814264,11639031.5233123,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"810","MLP-Individual","Out Sample","Jakarta","K100000",9,62.6688209761968,4181856.55308853,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"811","MLP-Individual","Out Sample","Jakarta","K100000",10,55.7333265563222,5646238.52397499,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"812","MLP-Individual","Out Sample","Jakarta","K100000",11,87.2781477672017,9476379.60629156,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"813","MLP-Individual","Out Sample","Jakarta","K100000",12,140.605330853382,11696448.302959,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"814","MLP-Individual","Out Sample","Jakarta","K100000",13,117.178174821486,8104983.29047357,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"815","MLP-Individual","Out Sample","Jakarta","K100000",14,132.40259690079,9738536.66707923,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"816","MLP-Individual","Out Sample","Jakarta","K100000",15,110.853534300065,7509029.22376773,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"817","MLP-Individual","Out Sample","Jakarta","K100000",16,129.786932903238,10258231.6224019,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"818","MLP-Individual","Out Sample","Jakarta","K100000",17,201.515526861171,15551389.8165168,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"819","MLP-Individual","Out Sample","Jakarta","K100000",18,162.099741566919,12570664.1473941,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"820","MLP-Individual","Out Sample","Jakarta","K100000",19,163.400607565722,12545074.1303772,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"821","MLP-Individual","Out Sample","Jakarta","K100000",20,183.453527758796,13921580.7323887,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"822","MLP-Individual","Out Sample","Jakarta","K100000",21,128.411048696262,10308714.8806462,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"823","MLP-Individual","Out Sample","Jakarta","K100000",22,134.535656785164,10413132.3458185,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"824","MLP-Individual","Out Sample","Jakarta","K100000",23,125.358095290012,10067635.8028769,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"825","MLP-Individual","Out Sample","Jakarta","K100000",24,136.968733781338,11162484.0553145,"","18","","c8fffe4835c13337273e57d9979400cb",2020-10-21 14:26:34
"826","MLP-Individual","In Sample","Jakarta","K100000",0,2.70227908829739,93387.067710473,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"827","MLP-Individual","Out Sample","Jakarta","K100000",1,156.33811044384,7165023.44110298,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"828","MLP-Individual","Out Sample","Jakarta","K100000",2,106.670622561825,5549502.58453079,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"829","MLP-Individual","Out Sample","Jakarta","K100000",3,82.1304042866874,4762828.46284368,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"830","MLP-Individual","Out Sample","Jakarta","K100000",4,72.2921512555296,4320516.80338526,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"831","MLP-Individual","Out Sample","Jakarta","K100000",5,87.6364245753519,9675546.8092011,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"832","MLP-Individual","Out Sample","Jakarta","K100000",6,80.2095828789977,5967009.31692404,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"833","MLP-Individual","Out Sample","Jakarta","K100000",7,75.2905492630249,4689839.48480018,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"834","MLP-Individual","Out Sample","Jakarta","K100000",8,194.568354814264,11639031.5233123,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"835","MLP-Individual","Out Sample","Jakarta","K100000",9,62.6688209761968,4181856.55308853,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"836","MLP-Individual","Out Sample","Jakarta","K100000",10,55.7333265563222,5646238.52397499,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"837","MLP-Individual","Out Sample","Jakarta","K100000",11,87.2781477672017,9476379.60629156,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"838","MLP-Individual","Out Sample","Jakarta","K100000",12,140.605330853382,11696448.302959,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"839","MLP-Individual","Out Sample","Jakarta","K100000",13,117.178174821486,8104983.29047357,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"840","MLP-Individual","Out Sample","Jakarta","K100000",14,132.40259690079,9738536.66707923,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"841","MLP-Individual","Out Sample","Jakarta","K100000",15,110.853534300065,7509029.22376773,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"842","MLP-Individual","Out Sample","Jakarta","K100000",16,129.786932903238,10258231.6224019,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"843","MLP-Individual","Out Sample","Jakarta","K100000",17,201.515526861171,15551389.8165168,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"844","MLP-Individual","Out Sample","Jakarta","K100000",18,162.099741566919,12570664.1473941,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"845","MLP-Individual","Out Sample","Jakarta","K100000",19,163.400607565722,12545074.1303772,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"846","MLP-Individual","Out Sample","Jakarta","K100000",20,183.453527758796,13921580.7323887,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"847","MLP-Individual","Out Sample","Jakarta","K100000",21,128.411048696262,10308714.8806462,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"848","MLP-Individual","Out Sample","Jakarta","K100000",22,134.535656785164,10413132.3458185,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"849","MLP-Individual","Out Sample","Jakarta","K100000",23,125.358095290012,10067635.8028769,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"850","MLP-Individual","Out Sample","Jakarta","K100000",24,136.968733781338,11162484.0553145,"","18","","f78a0801913fc19e694c0ef2596833d0",2020-10-21 14:27:22
"851","MLP-Individual","In Sample","Jakarta","K100000",0,0.81375843677537,51642.8666477208,"","13-3","","9292f8c5de036336be0efb9364e5eeae",2020-10-21 14:28:05
"852","MLP-Individual","Out Sample","Jakarta","K100000",1,58.9941718340549,2703720.94737132,"","13-3","","9292f8c5de036336be0efb9364e5eeae",2020-10-21 14:28:05
"853","MLP-Individual","Out Sample","Jakarta","K100000",2,33.7457623756931,1941393.52401344,"","13-3","","9292f8c5de036336be0efb9364e5eeae",2020-10-21 14:28:05
"854","MLP-Individual","Out Sample","Jakarta","K100000",3,25.2694777870015,1627583.17516168,"","13-3","","9292f8c5de036336be0efb9364e5eeae",2020-10-21 14:28:05
"855","MLP-Individual","Out Sample","Jakarta","K100000",4,50.0565749310093,3996748.60655788,"","13-3","","9292f8c5de036336be0efb9364e5eeae",2020-10-21 14:28:05
"856","MLP-Individual","Out Sample","Jakarta","K100000",5,54.2977126710508,5547432.53558475,"","13-3","","9292f8c5de036336be0efb9364e5eeae",2020-10-21 14:28:05
"857","MLP-Individual","Out Sample","Jakarta","K100000",6,29.633967913653,2937275.46693701,"","13-3","","9292f8c5de036336be0efb9364e5eeae",2020-10-21 14:28:05
"858","MLP-Individual","Out Sample","Jakarta","K100000",7,75.8335444020919,6393778.83727128,"","13-3","","9292f8c5de036336be0efb9364e5eeae",2020-10-21 14:28:05
"859","MLP-Individual","Out Sample","Jakarta","K100000",8,50.7902537190374,5438533.69792315,"","13-3","","9292f8c5de036336be0efb9364e5eeae",2020-10-21 14:28:05
"860","MLP-Individual","Out Sample","Jakarta","K100000",9,85.9681860702022,6768361.25913171,"","13-3","","9292f8c5de036336be0efb9364e5eeae",2020-10-21 14:28:05
"861","MLP-Individual","Out Sample","Jakarta","K100000",10,42.6358325616883,3487040.11191732,"","13-3","","9292f8c5de036336be0efb9364e5eeae",2020-10-21 14:28:05
"862","MLP-Individual","Out Sample","Jakarta","K100000",11,55.7673300069001,6128535.68576259,"","13-3","","9292f8c5de036336be0efb9364e5eeae",2020-10-21 14:28:05
"863","MLP-Individual","Out Sample","Jakarta","K100000",12,55.8054305949696,6079618.47173622,"","13-3","","9292f8c5de036336be0efb9364e5eeae",2020-10-21 14:28:05
"864","MLP-Individual","Out Sample","Jakarta","K100000",13,50.2682293667363,4981133.28805234,"","13-3","","9292f8c5de036336be0efb9364e5eeae",2020-10-21 14:28:05
"865","MLP-Individual","Out Sample","Jakarta","K100000",14,52.4661848221815,6508145.47420575,"","13-3","","9292f8c5de036336be0efb9364e5eeae",2020-10-21 14:28:05
"866","MLP-Individual","Out Sample","Jakarta","K100000",15,72.3898278753511,8678280.39936488,"","13-3","","9292f8c5de036336be0efb9364e5eeae",2020-10-21 14:28:05
"867","MLP-Individual","Out Sample","Jakarta","K100000",16,65.9281468463956,6877470.43274305,"","13-3","","9292f8c5de036336be0efb9364e5eeae",2020-10-21 14:28:05
"868","MLP-Individual","Out Sample","Jakarta","K100000",17,54.3874203285488,5938833.17740758,"","13-3","","9292f8c5de036336be0efb9364e5eeae",2020-10-21 14:28:05
