Flow,Kota,Tahun,Bulan,K100000,K50000,K20000,K10000,K5000,K2000,K1000,L1000,L500,L200,L100,L50
Outflow,Jakarta,2009,12,4613225.200,3969813.300,16168.300,188186.690,23725.430,56207.060,43335.500,,1071.000,1244.000,1273.000,84.000
Outflow,Jakarta,2010,1,998443.000,1063843.650,21296.020,216130.480,27556.870,32577.710,47162.000,1.000,1438.000,1617.000,688.000,114.000
Outflow,Jakarta,2010,2,1622859.700,1775549.600,142100.420,267445.170,41447.420,33610.920,31872.560,,1780.000,1598.000,680.000,36.000
Outflow,Jakarta,2010,3,652270.600,1076228.950,143414.160,164062.220,52492.740,56744.700,450.040,2.000,9426.000,2120.000,1461.000,51.000
Outflow,Jakarta,2010,4,2718563.000,2767813.100,128615.960,137847.860,111821.200,76477.450,1259.670,4.000,13923.000,2140.000,1981.000,40.000
Outflow,Jakarta,2010,5,3115914.700,2858935.250,180708.500,158540.710,116609.460,90636.380,2860.590,2.000,15666.000,2958.000,2338.000,56.000
Outflow,Jakarta,2010,6,1601622.530,1490707.350,241637.320,209253.590,151520.440,59720.610,4131.670,2.000,17748.000,3441.000,2745.000,49.000
Outflow,Jakarta,2010,7,2624472.800,2610000.200,360613.620,465085.070,280160.550,154944.250,3724.650,13756.000,18613.000,2842.000,2764.000,97.000
Outflow,Jakarta,2010,8,4337754.300,3805227.930,574734.080,924097.230,547642.160,413369.740,56205.000,32601.000,19343.000,3048.000,2563.000,15.000
Outflow,Jakarta,2010,9,4081714.840,3876714.750,124759.700,196535.780,143031.850,107799.850,38171.510,6032.000,12785.000,1449.000,1408.000,5.000
Outflow,Jakarta,2010,10,2041058.400,1214799.350,13046.060,18643.770,19353.540,9510.190,7024.550,1361.000,3519.000,1393.000,1346.000,3.000
Outflow,Jakarta,2010,11,2578923.700,2043030.100,15183.940,22279.810,23538.370,11479.400,10730.390,7659.000,6750.000,1490.000,1602.000,27.000
Outflow,Jakarta,2010,12,5896851.500,4244024.450,126651.560,116993.850,70893.540,25186.270,12286.600,9547.000,8876.000,801.000,710.000,2.000
Outflow,Jakarta,2011,1,231240.700,187402.300,235352.340,171253.520,85595.170,30334.380,23408.370,9668.000,12077.000,1261.000,1321.000,2.000
Outflow,Jakarta,2011,2,875844.300,1010321.950,52219.280,46863.090,51370.370,14878.920,14598.300,11695.000,13677.000,1392.000,1311.000,15.000
Outflow,Jakarta,2011,3,3161967.700,2847483.700,131583.080,107854.630,79383.600,48485.580,345.950,19437.000,19002.000,1238.000,1467.000,15.000
Outflow,Jakarta,2011,4,4036600.900,3741769.850,194014.340,174348.320,101207.010,62389.180,74.290,21557.000,17433.000,1180.000,1261.000,
Outflow,Jakarta,2011,5,3783038.800,3716150.300,221481.060,202950.410,145041.790,81894.490,0.020,25048.000,21285.000,1906.000,2269.000,54.000
Outflow,Jakarta,2011,6,3734629.300,3796312.500,233774.200,219932.760,143869.330,84321.480,0.610,25983.000,19948.000,2450.000,1886.000,1.000
Outflow,Jakarta,2011,7,3851139.400,3698764.850,393215.000,372401.520,272521.380,160683.870,0.500,30898.000,22895.000,2849.000,2671.000,4.000
Outflow,Jakarta,2011,8,8566581.000,10202842.400,821254.000,1192668.940,891699.370,545431.010,110257.220,39155.000,30655.000,3138.000,2880.000,3.000
Outflow,Jakarta,2011,9,2396049.600,1503664.750,13151.920,17576.620,17426.890,11396.320,581.010,8496.000,6101.000,1193.000,1105.000,
Outflow,Jakarta,2011,10,4498477.400,3504493.550,22427.440,23075.990,22781.950,16186.640,2137.410,16510.000,14716.000,1116.000,1259.000,21.000
Outflow,Jakarta,2011,11,4296481.300,3399737.100,94222.880,67175.700,44530.600,40609.940,4150.280,19062.000,13107.000,1026.000,1284.000,19.000
Outflow,Jakarta,2011,12,9859737.800,5442523.750,237026.540,196065.070,134448.950,70881.710,6751.210,22176.000,18602.000,1359.000,1398.000,11.000
Outflow,Jakarta,2012,1,1852643.600,1584003.650,304209.040,262043.370,157449.300,78834.220,706.370,21859.000,14657.000,1395.000,1490.000,21.000
Outflow,Jakarta,2012,2,2994662.700,2602442.600,107346.500,96654.700,53166.210,54022.320,66.400,19987.000,15955.000,1587.000,1530.000,23.000
Outflow,Jakarta,2012,3,5424816.200,4730898.100,199269.260,172335.910,93609.090,73964.530,21.600,27759.000,19721.000,2024.000,1042.000,30.000
Outflow,Jakarta,2012,4,7097285.500,2016169.650,191249.320,180296.500,113196.100,83035.380,146.300,11194.000,26747.000,2493.000,516.000,222.000
Outflow,Jakarta,2012,5,6773300.600,2273084.300,245369.080,226732.380,154855.070,101399.240,55.460,24741.000,23313.000,2409.000,1138.000,213.000
Outflow,Jakarta,2012,6,8953778.600,3798767.850,304739.640,300424.450,189577.220,116090.580,49.070,19107.000,20434.000,2981.000,1867.000,34.000
Outflow,Jakarta,2012,7,7035891.800,3280380.950,839739.400,935867.840,691056.920,396872.690,18847.750,34820.000,19760.000,2957.000,1519.000,14.000
Outflow,Jakarta,2012,8,12509463.200,5906777.850,236638.600,602425.400,442455.330,270775.530,54694.130,17511.000,25354.000,1867.000,606.000,9.000
Outflow,Jakarta,2012,9,3951514.700,1747502.650,13617.420,33824.200,25846.930,23585.350,5733.600,7133.000,14217.000,715.000,1436.000,2.000
Outflow,Jakarta,2012,10,7178113.900,3271875.850,91107.360,43564.630,30049.580,22773.820,27847.550,3180.000,9480.000,1441.000,1282.000,2.000
Outflow,Jakarta,2012,11,8572962.200,3973097.450,166844.260,124626.140,65330.790,51941.500,31784.350,991.000,9337.000,1779.000,1468.000,2.000
Outflow,Jakarta,2012,12,10152725.700,8361967.850,269967.300,274077.570,178879.560,94406.170,51846.960,3.000,17866.000,1743.000,1553.000,2.000
Outflow,Jakarta,2013,1,2090687.300,2417904.250,108228.120,127154.360,55349.720,45509.440,15986.260,4308.000,19085.000,1443.000,1189.000,2.000
Outflow,Jakarta,2013,2,5276521.900,4639519.300,112627.700,350315.860,170171.410,107414.440,1462.500,20439.000,17876.000,1404.000,1267.000,1.000
Outflow,Jakarta,2013,3,6468197.000,5616113.600,77261.520,173979.920,81315.710,66463.270,622.400,18532.000,19963.000,1698.000,1165.000,30.000
Outflow,Jakarta,2013,4,3982748.400,3289274.300,112557.520,191756.810,137724.240,79831.100,118.760,21426.000,17010.000,1965.000,1540.000,25.000
Outflow,Jakarta,2013,5,6864706.400,5073180.350,155817.860,202220.820,174186.780,114366.590,4.070,23997.000,22144.000,2097.000,1343.000,15.000
Outflow,Jakarta,2013,6,5291290.600,4164997.850,199848.960,184737.460,179442.260,127704.750,16.020,24834.000,20230.000,2399.000,1125.000,21.000
Outflow,Jakarta,2013,7,12610869.300,9425349.550,1425850.060,1065528.470,1386965.680,655751.280,67.020,38463.000,27668.000,3645.000,1095.000,75.000
Outflow,Jakarta,2013,8,7491163.000,6330210.600,28849.280,41572.550,28499.400,29687.280,12.040,13843.000,18197.000,1288.000,476.000,5.000
Outflow,Jakarta,2013,9,4595983.500,2746704.200,20210.980,28635.790,14144.600,13109.580,116.620,18249.000,16882.000,2323.000,116.000,6.000
Outflow,Jakarta,2013,10,5874392.500,4181442.900,83068.340,96592.850,26355.660,25954.210,4851.640,23678.000,15033.000,2557.000,650.000,41.000
Outflow,Jakarta,2013,11,7175542.200,4896306.150,131403.780,87235.930,71452.910,42580.440,5442.480,28162.000,15745.000,2030.000,811.000,20.000
Outflow,Jakarta,2013,12,11552234.700,7111290.300,320943.420,256560.050,204112.310,88628.020,3531.160,31723.000,16950.000,2309.000,1643.000,10.000
Outflow,Jakarta,2014,1,4046143.700,3365938.250,302268.620,282690.800,119212.800,68185.420,4733.340,27347.000,15850.000,1391.000,1098.000,20.000
Outflow,Jakarta,2014,2,3867677.800,3298133.300,148400.940,126226.450,43885.770,49513.440,3641.840,20841.000,14542.000,1071.000,830.000,15.000
Outflow,Jakarta,2014,3,6106027.700,4919386.250,208015.040,220404.900,112743.560,77008.680,4821.650,21765.000,15269.000,1203.000,828.000,10.000
Outflow,Jakarta,2014,4,4759540.300,3914377.650,272802.780,262942.900,132859.470,103089.370,12008.640,25067.000,18903.000,1348.000,916.000,37.000
Outflow,Jakarta,2014,5,6710908.100,6392813.100,209242.100,256970.210,161597.620,114071.930,15745.990,21451.000,21812.000,2003.000,1525.000,19.000
Outflow,Jakarta,2014,6,5479984.500,4481976.600,470527.500,421497.280,313260.300,196729.270,16325.380,26659.000,21051.000,2484.000,2077.000,35.000
Outflow,Jakarta,2014,7,16613121.300,10258015.850,682008.560,1399230.180,1328345.840,659481.580,27026.410,20723.000,21830.000,1932.000,1273.000,4.000
Outflow,Jakarta,2014,8,3098562.100,2171396.750,2723.340,4797.070,5994.780,2032.420,8433.700,8348.000,15760.000,1262.000,1061.000,2.000
Outflow,Jakarta,2014,9,5278073.500,3772385.650,18688.440,14609.330,8211.360,3746.210,14607.550,8064.000,15860.000,1340.000,1063.000,2.000
Outflow,Jakarta,2014,10,7520284.300,5860473.600,87575.580,72731.010,17184.070,20975.410,11468.210,3132.000,23512.000,1587.000,1283.000,2.000
Outflow,Jakarta,2014,11,6059393.500,4270693.750,102269.180,95984.180,31831.340,39746.050,11497.170,2732.000,23976.000,1440.000,1132.000,2.000
Outflow,Jakarta,2014,12,11547051.300,7831442.900,274129.680,281940.450,139325.660,86010.860,9509.600,5257.000,26326.000,1361.000,1240.000,3.000
Outflow,Jakarta,2015,1,2732039.300,3346388.700,118891.940,153108.660,58559.210,59891.990,2154.230,8328.000,20776.000,1318.000,955.000,6.000
Outflow,Jakarta,2015,2,4267349.600,3861053.400,342908.340,297645.360,145083.920,85684.740,6.190,15960.000,15565.000,1439.000,937.000,3.000
Outflow,Jakarta,2015,3,5278297.800,5114481.150,144884.800,157166.670,62694.750,66096.750,3.030,20003.000,14139.000,1554.000,1017.000,3.000
Outflow,Jakarta,2015,4,7794939.500,6876729.250,218536.000,232494.070,104143.490,82374.090,1.020,20109.000,14194.000,1957.000,1750.000,11.000
Outflow,Jakarta,2015,5,5707733.400,5108921.800,478804.060,580802.050,485415.260,265690.270,1.010,21952.000,15442.000,2298.000,1456.000,8.000
Outflow,Jakarta,2015,6,6849738.800,5904288.200,876504.080,1065274.170,954721.330,456590.620,1.010,25300.000,18312.000,2638.000,2033.000,10.000
Outflow,Jakarta,2015,7,13903006.300,11215208.000,359645.780,384583.500,320845.890,151551.350,16.780,20748.000,17627.000,1721.000,1373.000,9.000
Outflow,Jakarta,2015,8,4583030.600,3734306.150,4353.640,6917.180,6838.560,5664.330,3.040,16434.000,12988.000,1304.000,1165.000,5.000
Outflow,Jakarta,2015,9,5618219.100,4505533.900,15094.640,25050.090,15013.100,11897.090,21.020,16703.000,13401.000,1634.000,1382.000,2.000
Outflow,Jakarta,2015,10,7690124.200,6178773.900,79329.280,98416.690,31554.470,26355.070,76.010,23577.000,15869.000,1643.000,1297.000,7.000
Outflow,Jakarta,2015,11,6011918.600,4506824.300,135800.380,124207.480,65266.820,42537.750,13.000,27702.000,22463.000,1760.000,1581.000,3.000
Outflow,Jakarta,2015,12,13310641.900,8934946.800,269252.340,281792.620,167553.190,96650.090,0.010,33438.000,24088.000,1703.000,1474.000,9.000
Outflow,Jakarta,2016,1,3518370.400,4205694.650,281736.180,267934.380,92433.140,73771.800,0.000,28188.000,13494.000,1589.000,1387.000,8.000
Outflow,Jakarta,2016,2,4964626.700,4445024.650,211574.680,181136.290,91483.610,57584.620,,28962.000,12062.000,1555.000,1216.000,14.000
Outflow,Jakarta,2016,3,5557800.600,5412862.600,150075.900,150395.110,96984.430,73947.620,0.000,31770.000,12474.000,2072.000,1740.000,12.000
Outflow,Jakarta,2016,4,6940452.900,5950809.550,203112.980,201896.500,156335.720,105967.080,,32073.000,14603.000,1941.000,1548.000,3.000
Outflow,Jakarta,2016,5,7863922.300,6971476.500,1209906.780,888947.440,868814.590,399445.030,0.000,45833.000,15590.000,3132.000,1009.000,6.000
Outflow,Jakarta,2016,6,19730811.900,11061903.150,1313064.300,923593.690,1084720.060,428506.200,90.000,41677.000,26490.000,2564.000,826.000,5.000
Outflow,Jakarta,2016,7,3385229.000,4533767.200,7606.840,17358.620,18825.320,6275.010,,11361.000,10357.000,22.000,1366.000,2.000
Outflow,Jakarta,2016,8,3962359.100,3829201.500,6446.960,11482.800,11601.020,5258.720,1.000,23320.000,15908.000,1319.000,1590.000,6.000
Outflow,Jakarta,2016,9,9278436.400,5952066.000,10661.980,40227.420,20602.140,17420.920,0.000,25098.000,15974.000,1711.000,1552.000,2.000
Outflow,Jakarta,2016,10,6367159.300,3889555.750,26167.160,93415.100,36861.540,20182.780,20.000,25829.000,18312.000,1193.000,1011.000,1.000
Outflow,Jakarta,2016,11,8587956.500,5370962.700,118148.160,147356.240,73016.640,48035.190,27.010,29168.000,19907.000,1822.000,1430.000,12.000
Outflow,Jakarta,2016,12,10818160.600,6052135.350,356554.100,384886.230,231548.210,142616.570,4469.970,34548.000,22316.000,2405.000,1039.000,1.000
Outflow,Jakarta,2017,1,4271251.000,4268544.650,271079.260,251188.780,164100.890,87853.560,1354.910,24721.000,18800.000,1457.000,1422.000,2.000
Outflow,Jakarta,2017,2,3840093.300,3400904.650,86886.840,106810.950,42949.170,41877.190,291.300,21016.000,17299.000,1248.000,925.000,
Outflow,Jakarta,2017,3,8994712.900,6822426.250,147991.800,195093.370,100970.140,68475.420,685.260,27486.000,21494.000,2144.000,404.000,2.000
Outflow,Jakarta,2017,4,6587986.800,4621067.850,156107.360,218214.090,127326.780,86627.110,915.600,30471.000,21246.000,1981.000,273.000,6.000
Outflow,Jakarta,2017,5,7505412.300,5462529.350,1886927.200,2271682.420,921782.610,580984.190,747.990,40923.000,29937.000,4022.000,471.000,12.000
Outflow,Jakarta,2017,6,19579197.400,12436992.850,564651.440,689057.690,306344.180,290073.000,1786.210,24461.000,17817.000,2125.000,119.000,27.000
Outflow,Jakarta,2017,7,4026185.100,1982419.650,4836.740,9185.630,10599.090,4034.950,80.010,20198.000,12649.000,1798.000,745.000,
Outflow,Jakarta,2017,8,9096882.700,6011326.050,7834.380,9870.090,18167.030,13135.260,152.480,26566.000,18511.000,2112.000,1312.000,12.000
Outflow,Jakarta,2017,9,5599240.000,3860535.900,14038.220,17054.940,31043.380,9426.100,185.660,20980.000,15123.000,1812.000,842.000,10.000
Outflow,Jakarta,2017,10,7989673.600,5085657.300,36356.760,36685.860,39604.390,10656.650,74.180,12269.000,7249.000,1963.000,1134.000,1.000
Outflow,Jakarta,2017,11,12876032.000,7175177.600,90517.960,93775.520,85950.690,25795.650,114.200,11228.000,7172.000,2214.000,2009.000,6.000
Outflow,Jakarta,2017,12,12321336.400,6174761.500,232764.380,244544.830,243742.260,96725.810,6.070,13159.000,8048.000,1890.000,1232.000,8.000
Outflow,Jakarta,2018,1,2928772.300,2727752.900,187533.120,175881.520,128074.100,48454.840,2.040,16148.000,10524.000,2426.000,1811.000,
Outflow,Jakarta,2018,2,6153057.300,5368848.550,290105.800,252148.580,165774.360,63717.970,6.030,13939.000,10095.000,1978.000,1418.000,21.000
Outflow,Jakarta,2018,3,9506483.100,7257134.400,133643.800,136034.720,110618.930,56116.850,8.050,17026.000,12697.000,1811.000,1759.000,
Outflow,Jakarta,2018,4,5587443.900,6827595.350,373869.180,219141.840,333891.810,143386.690,15.720,20191.000,15369.000,32.000,1968.000,5.000
Outflow,Jakarta,2018,5,12618745.700,14018711.550,1791301.840,879150.120,2007451.270,714840.470,36.090,24745.000,16695.000,1120.000,1775.000,2.000
Outflow,Jakarta,2018,6,14080258.100,6486718.900,61174.840,237464.020,125742.570,31038.390,77.010,8868.000,7255.000,1500.000,936.000,
Outflow,Jakarta,2018,7,7011792.200,3455707.300,12535.660,5033.680,5961.120,3228.920,2.030,17036.000,12572.000,2700.000,1577.000,6.000
Outflow,Jakarta,2018,8,7839415.600,5041794.250,17070.580,42294.000,10335.100,4215.770,6.020,14552.000,10067.000,2158.000,1395.000,
Outflow,Jakarta,2018,9,7567321.600,4303204.600,68998.620,92425.800,32491.790,15957.110,10.000,13264.000,11771.000,2098.000,1266.000,
Outflow,Jakarta,2018,10,7688011.100,4674086.550,142875.920,153544.480,49297.470,22018.480,3.610,20095.000,14773.000,2591.000,1217.000,
Outflow,Jakarta,2018,11,8054102.500,4961538.750,169033.760,240113.210,108384.530,55658.230,73.610,21542.000,15699.000,2800.000,695.000,
Outflow,Jakarta,2018,12,15331087.300,7216684.350,275342.340,275654.420,164833.820,78900.780,45.590,19663.000,15371.000,2945.000,867.000,
Outflow,Jakarta,2019,1,3301987.300,2809550.500,331401.680,318218.320,190102.990,83241.280,42.910,20480.000,15000.000,2892.000,1034.000,
Outflow,Jakarta,2019,2,8172536.400,5627005.950,151715.460,125556.480,54795.780,30301.650,69.410,16317.000,12016.000,1280.000,452.000,10.000
Outflow,Jakarta,2019,3,10467116.100,6351623.400,233085.500,204206.170,101681.220,53178.390,80.500,22430.000,15791.000,1859.000,437.000,10.000
Outflow,Jakarta,2019,4,8856079.000,6476696.900,901833.720,1224152.680,927149.480,325471.060,4680.340,26035.000,19187.000,3534.000,690.000,
Outflow,Jakarta,2019,5,25819782.500,15792907.400,1433526.360,1663559.680,1525022.080,510575.800,5962.450,25084.000,18891.000,1718.000,811.000,
Outflow,Jakarta,2019,6,3111647.700,1991841.950,5774.400,4050.120,3772.660,2604.270,10.730,11358.000,4922.000,1677.000,1247.000,
Outflow,Malang,1994,1,,6167.300,16794.380,16111.820,1170.550,,591.810,0.000,0.500,,39.250,7.350
Outflow,Malang,1994,2,,11939.450,24246.050,22453.780,2024.770,,706.440,0.000,1.000,,43.000,13.000
Outflow,Malang,1994,3,,4723.700,20950.040,32077.090,2978.020,,842.450,0.000,4.680,,22.850,6.500
Outflow,Malang,1994,4,,4052.100,17057.300,15979.100,2433.280,,407.330,0.000,2.010,,6.550,0.100
Outflow,Malang,1994,5,,4762.000,15489.460,18159.930,2889.240,,320.560,0.000,2.750,,17.550,1.680
Outflow,Malang,1994,6,,10162.800,21620.480,15313.110,3429.720,,373.030,0.000,0.510,,10.800,0.650
Outflow,Malang,1994,7,,24146.400,24235.200,13316.140,2086.810,,323.220,0.000,0.800,,4.000,4.000
Outflow,Malang,1994,8,,15470.000,25561.200,9190.960,1725.310,,559.870,0.000,0.000,,17.850,4.200
Outflow,Malang,1994,9,,10800.000,39408.000,11652.580,2749.890,,654.510,0.000,1.000,,24.400,4.500
Outflow,Malang,1994,10,,14322.000,26791.080,9834.510,2154.770,,634.910,0.000,0.000,,32.700,4.420
Outflow,Malang,1994,11,,11883.100,18132.100,10988.750,2582.520,,497.110,0.000,0.000,,50.000,4.700
Outflow,Malang,1994,12,,14873.050,14772.380,13243.460,2277.630,,512.850,0.000,0.250,,55.000,12.000
Outflow,Malang,1995,1,,15845.400,19770.840,10718.100,3321.860,,488.620,0.000,0.000,,45.380,12.000
Outflow,Malang,1995,2,,23846.000,45445.500,16574.640,1754.520,,863.860,0.000,6.000,,15.050,12.500
Outflow,Malang,1995,3,,11821.100,14901.600,13497.270,1610.270,,303.830,0.000,0.000,,3.200,3.050
Outflow,Malang,1995,4,,15455.250,16795.300,12150.200,2381.600,,332.730,0.000,0.000,,4.200,0.500
Outflow,Malang,1995,5,,17271.700,17492.180,10387.530,884.180,,159.990,0.000,0.000,,4.300,1.890
Outflow,Malang,1995,6,,18786.050,23927.200,13219.980,2597.020,,427.140,0.000,0.250,,0.750,0.500
Outflow,Malang,1995,7,,16772.900,21093.900,16547.110,1948.910,,382.580,0.000,0.000,,2.200,0.750
Outflow,Malang,1995,8,,21281.550,20755.080,16623.380,1207.420,,722.880,0.150,1.000,,9.150,3.790
Outflow,Malang,1995,9,,16558.100,19745.400,23926.020,1665.710,,729.750,2.850,0.000,,29.000,8.600
Outflow,Malang,1995,10,,15044.700,26341.860,18549.830,1097.450,,536.900,0.000,0.000,,27.550,10.000
Outflow,Malang,1995,11,,14070.850,26434.080,13371.010,1212.770,,564.750,1.000,0.000,,23.900,11.850
Outflow,Malang,1995,12,,12196.200,22627.820,14219.420,1465.150,,544.140,1.000,0.000,,18.600,10.550
Outflow,Malang,1996,1,,15889.800,22871.480,14773.670,2534.400,,1153.900,0.000,0.000,,34.100,10.500
Outflow,Malang,1996,2,,29044.950,36985.720,16939.340,1722.780,,1331.590,1.500,0.200,,23.500,12.500
Outflow,Malang,1996,3,,18705.300,21803.620,10209.350,1525.520,,477.170,0.000,0.000,,5.800,4.480
Outflow,Malang,1996,4,,17762.750,23363.860,12700.660,1703.930,,626.140,0.000,0.000,,0.350,2.000
Outflow,Malang,1996,5,,18753.320,23361.240,13200.210,1758.200,,834.560,0.000,0.000,,1.750,0.530
Outflow,Malang,1996,6,,22189.300,27450.480,13379.160,2252.280,,666.550,0.000,0.000,,2.000,0.900
Outflow,Malang,1996,7,,23613.100,27524.380,14682.170,2246.360,,844.560,0.000,0.000,,10.300,4.080
Outflow,Malang,1996,8,,23246.500,30625.120,13626.220,2177.440,,899.960,0.000,0.000,,8.900,2.330
Outflow,Malang,1996,9,,25379.250,32598.010,14995.260,2336.630,,1051.850,0.500,0.000,,14.600,3.130
Outflow,Malang,1996,10,,21175.000,26144.780,14679.860,2245.550,,909.150,0.000,0.000,,41.650,5.850
Outflow,Malang,1996,11,,22707.250,20291.380,11403.980,2233.720,,948.170,0.000,0.000,,58.250,9.730
Outflow,Malang,1996,12,,23303.210,28961.740,14787.070,2166.630,,1062.550,0.000,0.000,,66.600,10.800
Outflow,Malang,1997,1,,33274.470,45095.480,21218.860,4130.310,,2075.300,0.000,0.000,,77.700,11.300
Outflow,Malang,1997,2,,23982.000,28815.860,16191.660,2628.210,,1040.900,0.000,0.000,,26.000,3.650
Outflow,Malang,1997,3,,22656.200,34180.300,13944.270,2159.860,,540.710,3.500,0.000,,6.300,1.550
Outflow,Malang,1997,4,,23532.090,30038.180,12411.380,2277.900,,811.650,0.000,0.000,,12.700,1.400
Outflow,Malang,1997,5,,23872.550,31468.640,12635.070,2003.830,,585.880,0.500,0.000,,12.600,0.750
Outflow,Malang,1997,6,,23373.600,38361.520,21930.620,2671.630,,1074.120,0.000,0.000,,11.600,1.280
Outflow,Malang,1997,7,,19343.670,35362.840,32161.930,3381.980,,1075.570,0.000,0.000,,43.450,3.930
Outflow,Malang,1997,8,,24725.850,36342.430,39383.850,3579.980,,1080.990,0.000,17.500,,81.700,11.450
Outflow,Malang,1997,9,,25146.200,38210.900,33804.440,3650.310,,1080.290,0.500,10.500,,70.500,11.300
Outflow,Malang,1997,10,,23846.650,38682.020,34605.030,3531.640,,1247.030,0.000,15.830,,93.450,17.550
Outflow,Malang,1997,11,,41756.850,41764.800,47751.110,2421.150,,859.210,0.000,16.680,,96.050,12.450
Outflow,Malang,1997,12,,35519.400,35697.600,39404.790,2748.320,,1256.560,0.000,9.000,,93.500,14.600
Outflow,Malang,1998,1,,68771.600,89854.620,85820.200,6661.720,,2430.370,0.000,16.000,,80.000,13.500
Outflow,Malang,1998,2,,20160.450,19601.480,27757.360,2754.260,,442.420,0.000,2.500,,35.700,2.400
Outflow,Malang,1998,3,,39314.450,74343.010,41985.370,4755.560,,372.030,0.000,0.000,,13.800,0.600
Outflow,Malang,1998,4,,29647.850,46897.660,44426.450,3360.460,,467.260,0.500,0.000,,16.050,2.030
Outflow,Malang,1998,5,,39259.650,58317.980,66133.940,5884.780,,514.090,0.000,0.000,,35.300,2.950
Outflow,Malang,1998,6,,46733.450,68642.780,47924.660,7204.520,,589.440,0.000,0.250,,31.500,2.580
Outflow,Malang,1998,7,,26754.500,63188.900,37645.600,3993.850,,805.290,0.000,4.500,,74.900,10.000
Outflow,Malang,1998,8,,15262.800,26496.140,39373.020,2762.940,,127.370,187.000,106.250,,79.600,14.500
Outflow,Malang,1998,9,,21611.200,34191.780,34168.230,5816.390,,98.950,128.000,89.000,,43.000,18.750
Outflow,Malang,1998,10,,23924.000,36428.120,18744.290,6095.640,,143.240,174.000,73.000,,63.200,12.850
Outflow,Malang,1998,11,,23931.550,29938.860,21122.480,4477.130,,173.870,91.000,39.250,,45.800,12.150
Outflow,Malang,1998,12,,71896.900,46167.960,21345.740,4439.800,,522.370,122.000,30.000,,46.000,13.700
Outflow,Malang,1999,1,,108774.150,42538.600,15656.410,3387.940,,1180.320,182.000,117.250,,40.500,9.530
Outflow,Malang,1999,2,,122922.200,45357.580,22618.800,4023.120,,150.610,58.000,62.500,,16.100,0.030
Outflow,Malang,1999,3,,154545.750,34058.260,20106.460,4457.940,,198.180,42.000,35.250,,9.310,0.000
Outflow,Malang,1999,4,,115282.950,31948.220,16232.580,4060.800,,228.200,144.000,111.250,,19.460,3.980
Outflow,Malang,1999,5,,107810.500,29361.580,12534.210,3590.960,,173.840,72.000,47.750,,18.860,4.000
Outflow,Malang,1999,6,,118706.900,39359.580,11049.520,3505.450,,335.270,61.600,50.250,,25.810,7.680
Outflow,Malang,1999,7,,142317.800,44695.520,16244.750,4155.490,,256.720,121.800,65.250,,32.010,22.100
Outflow,Malang,1999,8,,124127.650,42884.880,19927.020,2938.620,,364.040,153.400,119.250,,45.300,27.250
Outflow,Malang,1999,9,0.000,129480.700,40213.560,18821.410,3304.300,,521.420,133.200,115.000,,43.700,26.000
Outflow,Malang,1999,10,0.000,103002.100,44215.180,18429.220,4335.580,,1073.060,28.000,10.000,,126.000,27.000
Outflow,Malang,1999,11,1695.300,103423.200,40159.440,17602.430,4497.850,,1056.300,44.000,30.000,,73.000,12.900
Outflow,Malang,1999,12,3369.100,248499.600,88602.780,32178.260,6309.130,,1683.000,98.000,85.000,,117.610,27.450
Outflow,Malang,2000,1,977.800,72775.250,23972.780,10362.660,4262.090,,662.620,0.000,20.000,,34.610,9.500
Outflow,Malang,2000,2,1608.400,105787.750,34142.860,13802.670,3213.220,,451.390,0.000,5.000,,51.500,9.600
Outflow,Malang,2000,3,2210.500,124804.800,55040.820,19285.510,5101.300,,608.890,0.000,27.500,,56.400,13.550
Outflow,Malang,2000,4,1306.400,111451.750,42189.600,16133.160,4044.600,,376.810,48.000,47.500,,53.900,10.000
Outflow,Malang,2000,5,6697.300,129016.550,43784.440,16692.910,4037.890,,254.560,52.000,115.000,,91.000,16.800
Outflow,Malang,2000,6,2328.700,177394.300,51928.920,17311.900,3606.460,,361.990,0.000,130.000,,55.000,15.200
Outflow,Malang,2000,7,1956.100,162159.450,44826.180,18433.470,3364.540,,706.730,0.000,65.000,,68.600,9.450
Outflow,Malang,2000,8,28135.400,150916.400,53081.000,19995.610,3791.100,,880.910,8.000,112.500,,70.400,19.500
Outflow,Malang,2000,9,18367.400,210995.100,46441.180,16984.980,4126.960,,909.890,62.000,89.250,,66.000,14.050
Outflow,Malang,2000,10,32640.600,131003.850,44141.700,16589.170,4088.910,,932.270,0.000,145.500,,97.000,12.000
Outflow,Malang,2000,11,32640.600,131003.850,44141.700,16589.170,4088.910,,932.270,0.000,145.500,,97.000,12.000
Outflow,Malang,2000,12,108392.600,306749.050,95572.420,31935.900,11961.240,,2708.040,130.000,581.500,,102.900,0.000
Outflow,Malang,2001,1,32867.300,76787.450,29893.640,13205.940,3257.940,,343.370,0.000,123.500,,3.200,0.000
Outflow,Malang,2001,2,35207.600,127521.350,34579.180,11133.360,3062.480,,315.400,0.000,122.250,,12.900,0.000
Outflow,Malang,2001,3,48034.700,148620.350,44255.780,12431.150,3465.340,,466.780,0.000,182.000,,46.000,0.000
Outflow,Malang,2001,4,0.000,186550.300,36474.720,11050.840,3273.840,,521.640,0.000,188.500,,36.100,1.750
Outflow,Malang,2001,5,59492.000,173928.600,42224.960,12066.240,4071.950,,701.570,0.000,156.750,,42.100,2.250
Outflow,Malang,2001,6,64186.000,174035.950,38311.460,13440.380,4432.570,,957.230,0.000,261.500,,53.800,9.000
