Flow,Kota,Tahun,Bulan,K100000,K50000,K20000,K10000,K5000,K2000,K1000,L1000,L500,L200,L100,L50
Outflow,Malang,2001,7,86089.600,167272.250,43486.100,15222.890,4673.500,,1238.690,0.000,351.760,,72.910,21.250
Outflow,Malang,2001,8,125609.300,183518.100,39107.800,14409.010,5263.200,,1280.870,0.000,360.250,,90.910,19.750
Outflow,Malang,2001,9,89399.100,156352.350,32387.040,11977.150,5171.240,,1443.510,0.000,397.250,,64.510,24.150
Outflow,Malang,2001,10,102478.100,136171.350,39562.640,10921.670,5482.900,,1290.820,0.000,321.000,,100.510,61.850
Outflow,Malang,2001,11,133997.100,191640.350,44579.380,25685.570,8533.670,,2089.140,0.000,290.750,,176.440,6.500
Outflow,Malang,2001,12,159794.900,189190.550,44673.120,24866.440,8438.770,,3240.740,0.000,317.250,,108.240,2.000
Outflow,Malang,2002,1,59039.500,99017.800,31866.160,7569.820,3334.740,,676.590,0.000,136.000,,45.550,2.800
Outflow,Malang,2002,2,80130.100,124619.500,27355.620,9376.330,3921.970,,802.270,0.000,189.250,,46.420,1.250
Outflow,Malang,2002,3,83685.800,160107.450,27512.400,9180.420,3822.130,,800.510,0.000,230.250,,37.420,4.050
Outflow,Malang,2002,4,75578.900,135489.850,32693.360,10330.080,4995.200,,944.090,0.000,270.010,,57.010,3.650
Outflow,Malang,2002,5,92844.500,179961.750,34673.340,10017.590,4733.730,,1150.620,0.000,295.750,,58.170,4.600
Outflow,Malang,2002,6,103590.200,145480.850,34478.960,12306.490,5262.450,,1257.070,0.000,298.750,,58.270,6.480
Outflow,Malang,2002,7,91803.500,142587.200,33665.200,11078.090,3757.330,,1372.760,0.000,167.500,,110.750,0.000
Outflow,Malang,2002,8,88616.500,161817.350,28983.260,9889.730,4789.660,,1358.050,0.000,187.750,,129.080,6.100
Outflow,Malang,2002,9,106001.100,162096.100,30140.720,11015.170,4745.960,,1729.920,0.000,203.010,,129.030,7.800
Outflow,Malang,2002,10,113390.900,191524.850,35289.660,12179.260,5864.950,,2462.080,0.000,216.750,,151.640,8.100
Outflow,Malang,2002,11,239913.700,278720.400,52017.660,22325.100,12930.850,,7258.850,0.000,294.860,,205.240,16.450
Outflow,Malang,2002,12,96667.400,180132.500,22302.280,8863.370,3849.540,,1431.360,0.000,88.360,,34.860,3.550
Outflow,Malang,2003,1,80394.900,148289.050,24390.000,8311.690,3788.680,,584.730,0.000,111.260,,42.460,3.500
Outflow,Malang,2003,2,75735.800,150557.150,22548.640,8390.000,3797.500,,552.230,0.000,108.960,,27.110,2.450
Outflow,Malang,2003,3,71537.900,143050.900,23640.680,9059.390,4204.350,,668.660,0.000,116.940,,33.280,1.100
Outflow,Malang,2003,4,89386.100,174802.500,24999.580,8885.660,4078.690,,687.850,0.000,121.340,,9.510,0.000
Outflow,Malang,2003,5,96408.800,212509.150,29018.280,10083.910,4540.640,,784.450,0.000,132.630,,6.260,0.000
Outflow,Malang,2003,6,97656.900,169247.350,29568.080,10879.690,4046.740,,1035.030,0.500,178.420,,20.910,0.800
Outflow,Malang,2003,7,85530.900,172913.500,28017.480,10277.460,3446.180,,1124.830,0.000,192.270,,31.160,1.050
Outflow,Malang,2003,8,129110.800,221573.500,29339.700,10759.930,4042.210,,1259.030,0.000,178.190,,25.210,0.700
Outflow,Malang,2003,9,118737.700,210780.750,28998.180,9838.210,4302.900,,1630.250,2.000,235.320,,33.510,2.050
Outflow,Malang,2003,10,121120.100,229435.000,32516.140,13437.100,8836.990,,3788.280,0.000,355.520,,72.810,3.080
Outflow,Malang,2003,11,215235.300,364829.300,45406.980,23371.560,17180.720,,6105.220,0.000,366.880,64.740,50.710,0.480
Outflow,Malang,2003,12,123919.700,177430.700,18353.060,6336.030,2905.370,,436.930,0.000,56.510,7.140,11.880,0.550
Outflow,Malang,2004,1,101549.400,171498.250,21184.700,6749.620,2757.460,,480.900,0.000,98.170,7.010,17.210,0.000
Outflow,Malang,2004,2,89110.000,159779.800,19629.760,6874.490,3525.490,,471.630,0.000,82.380,11.710,15.030,0.500
Outflow,Malang,2004,3,141159.300,202941.250,19230.200,8740.830,4124.600,,649.490,0.000,73.330,5.400,11.680,0.000
Outflow,Malang,2004,4,156131.800,251630.050,25915.340,11382.510,5008.230,,1069.110,0.000,72.300,2.200,0.440,0.000
Outflow,Malang,2004,5,113700.400,174777.800,24817.340,7879.790,4205.000,,1118.140,0.000,60.100,0.000,2.240,0.000
Outflow,Malang,2004,6,182978.800,239387.200,30333.040,13064.590,6216.500,,1737.310,1.000,90.980,0.000,1.440,0.000
Outflow,Malang,2004,7,146415.100,234774.850,20812.620,7715.140,5215.950,,1483.260,0.000,78.310,2.000,6.260,1.000
Outflow,Malang,2004,8,137859.700,211704.750,21094.360,6045.010,4776.970,,1794.270,0.000,110.110,0.000,9.050,0.000
Outflow,Malang,2004,9,151738.900,256051.100,24231.460,6151.020,6996.100,,2529.000,0.000,127.400,0.000,6.730,0.000
Outflow,Malang,2004,10,206215.000,308296.100,25498.880,11505.150,13301.800,,5443.080,63.500,257.780,2.000,35.640,2.650
Outflow,Malang,2004,11,182170.700,355560.200,32068.840,15095.250,11903.900,,5295.620,30.000,171.580,3.400,39.940,1.350
Outflow,Malang,2004,12,142986.600,257325.300,13034.680,6212.540,2733.650,,757.920,0.000,62.230,5.400,11.070,0.500
Outflow,Malang,2005,1,113595.600,175305.700,13304.560,6405.640,3156.880,,701.720,0.000,48.700,4.600,1.570,0.300
Outflow,Malang,2005,2,112048.500,188796.050,13778.700,6849.340,3573.010,,769.040,3.000,34.500,0.050,1.440,0.000
Outflow,Malang,2005,3,139264.700,229176.300,13820.460,6995.420,3326.750,,999.460,6.000,48.050,0.350,0.220,0.000
Outflow,Malang,2005,4,156397.800,238572.850,15227.660,7645.810,4255.880,,1025.190,8.000,54.650,0.200,0.470,0.100
Outflow,Malang,2005,5,142286.200,214922.200,16475.900,7516.660,4614.970,,1052.600,3.000,44.010,0.000,0.310,0.050
Outflow,Malang,2005,6,184689.800,240099.800,21039.000,8488.080,5703.020,,1131.850,0.000,53.550,0.000,2.220,0.030
Outflow,Malang,2005,7,251239.100,308250.900,30749.620,6235.540,7748.500,,1134.240,3.500,71.280,0.000,0.120,0.000
Outflow,Malang,2005,8,144536.200,227327.700,21363.340,4404.160,6238.560,,1127.400,24.000,92.750,0.000,8.020,0.000
Outflow,Malang,2005,9,226132.600,295927.400,23662.300,6878.060,8045.390,,1973.340,0.000,154.010,2.000,45.190,0.850
Outflow,Malang,2005,10,473675.100,393410.950,37627.680,16399.720,23353.490,,7036.140,0.000,252.550,7.400,69.430,0.200
Outflow,Malang,2005,11,105449.800,134420.150,8107.880,3124.840,2227.750,,486.440,1.500,29.000,1.400,7.110,0.000
Outflow,Malang,2005,12,236693.200,307790.500,16669.000,6031.140,5446.710,,699.620,14.500,29.930,1.050,10.310,0.100
Outflow,Malang,2006,1,125066.700,179008.400,16374.180,3975.880,5224.040,,804.440,0.000,32.010,0.000,10.720,0.000
Outflow,Malang,2006,2,167760.800,193086.150,16588.860,3845.270,4870.800,,735.420,0.000,23.520,0.040,13.210,0.000
Outflow,Malang,2006,3,215604.500,259159.000,13075.040,4688.070,5214.210,,817.510,0.000,28.010,0.100,10.770,0.000
Outflow,Malang,2006,4,173671.000,210340.450,13268.980,5111.790,4345.180,,930.270,0.000,29.930,0.000,10.080,0.000
Outflow,Malang,2006,5,176505.800,228110.900,14645.100,5614.800,4860.710,,1115.140,0.000,4.450,6.300,0.800,0.000
Outflow,Malang,2006,6,315777.400,256110.200,13043.180,6116.830,4113.120,,1339.720,12.000,1.030,0.000,0.050,0.000
Outflow,Malang,2006,7,290330.600,255080.000,17338.040,7924.760,4368.330,,1295.120,14.000,1.000,0.000,1.310,0.000
Outflow,Malang,2006,8,199719.400,247383.400,13813.900,6121.080,3427.370,,962.650,29.000,0.500,0.000,25.720,0.000
Outflow,Malang,2006,9,344711.100,268474.650,19979.440,9319.380,8017.430,,2258.750,51.500,42.500,82.800,33.530,3.050
Outflow,Malang,2006,10,405541.800,421214.900,28028.200,19472.470,17672.390,,6527.470,3.000,154.750,7.400,0.380,0.000
Outflow,Malang,2006,11,188594.300,177165.450,11551.840,3128.410,1750.410,,819.680,0.000,38.250,0.000,2.300,10.150
Outflow,Malang,2006,12,293368.700,211356.800,6189.420,1622.090,922.890,,530.380,0.000,24.250,0.000,25.380,4.550
Outflow,Malang,2007,1,45100.900,40447.500,2743.060,1387.080,1121.870,,510.760,0.000,0.000,0.000,30.770,7.450
Outflow,Malang,2007,2,57223.400,41700.150,3341.940,1677.280,1104.680,,467.440,0.000,0.350,0.000,25.320,2.550
Outflow,Malang,2007,3,115667.600,90440.300,3588.880,2072.320,1248.190,,547.870,0.000,0.550,0.000,31.930,0.000
Outflow,Malang,2007,4,92121.700,72913.800,6299.840,2652.410,1112.840,,588.970,0.000,0.350,0.000,33.130,0.000
Outflow,Malang,2007,5,150846.100,96274.650,8558.040,4439.080,2484.580,,753.970,0.000,0.750,0.000,34.170,0.000
Outflow,Malang,2007,6,165447.700,139041.650,8817.100,4473.270,3044.100,,900.220,0.000,35.500,55.400,6.010,0.000
Outflow,Malang,2007,7,84941.000,73521.150,9640.480,5113.580,3729.200,,1111.860,0.000,67.000,82.600,0.270,0.000
Outflow,Malang,2007,8,89678.500,75757.400,12228.540,7212.950,5018.340,,1763.560,0.000,140.000,61.800,5.340,0.000
Outflow,Malang,2007,9,266434.300,156819.500,31006.560,22391.690,22366.640,,7308.810,0.000,191.000,67.400,52.410,0.000
Outflow,Malang,2007,10,103709.600,214527.950,2432.320,4511.780,7793.000,,4104.210,0.000,28.500,2.800,16.180,0.000
Outflow,Malang,2007,11,62501.300,42484.200,1309.100,1496.560,1166.910,,567.240,0.000,64.500,0.000,63.190,0.000
Outflow,Malang,2007,12,237116.900,182842.000,4221.040,1438.720,953.280,,452.240,0.000,52.250,0.000,50.260,0.000
Outflow,Malang,2008,1,889.000,4971.600,2819.580,1825.450,1395.850,,609.050,0.000,71.000,4.000,32.140,2.000
Outflow,Malang,2008,2,79252.000,39370.850,2138.320,1693.760,1303.550,,629.070,0.000,64.250,18.000,19.810,1.950
Outflow,Malang,2008,3,67885.700,25485.600,5321.340,2733.420,1320.990,,646.600,0.000,80.000,18.000,30.160,0.050
Outflow,Malang,2008,4,93193.200,96521.400,11205.640,4208.970,3042.810,,900.700,0.000,79.750,81.000,0.030,0.000
Outflow,Malang,2008,5,73668.400,107761.750,10561.360,4564.860,3108.290,,954.860,0.000,80.800,79.400,4.930,0.000
Outflow,Malang,2008,6,217993.500,113314.400,10937.340,4788.270,4060.920,,1132.000,0.000,90.400,90.400,7.610,2.000
Outflow,Malang,2008,7,51117.800,29363.350,11805.480,4138.510,4379.450,,1483.020,0.000,105.000,90.200,6.460,0.000
Outflow,Malang,2008,8,34495.100,49876.150,10922.420,4737.940,6269.230,,2139.470,0.000,95.000,71.800,5.850,1.000
Outflow,Malang,2008,9,458677.000,488604.850,21761.780,19774.970,29089.970,,7100.410,0.000,154.750,78.000,0.960,0.000
Outflow,Malang,2008,10,40206.900,40920.300,1433.420,1187.830,1232.700,,519.780,0.000,60.150,6.200,1.130,0.000
Outflow,Malang,2008,11,36172.300,17251.900,1926.660,1615.560,1552.180,,634.990,0.000,80.100,24.000,2.040,0.000
Outflow,Malang,2008,12,272718.000,282066.850,2498.420,1537.270,1829.630,,746.440,0.000,68.500,2.000,1.000,0.000
Outflow,Malang,2009,1,1605.800,1220.350,3805.140,1760.350,2297.820,,685.800,0.000,41.500,0.000,0.030,0.000
Outflow,Malang,2009,2,33755.700,10479.350,3461.720,1968.070,2802.730,,746.020,0.000,1.050,0.000,0.070,0.000
Outflow,Malang,2009,3,123138.600,91626.350,3993.080,1674.540,3131.870,,710.560,0.000,1.700,18.800,6.870,0.000
Outflow,Malang,2009,4,81722.600,83043.300,6257.800,2980.190,3460.160,,428.120,0.000,10.500,0.000,21.120,0.000
Outflow,Malang,2009,5,1811.700,699.450,3600.900,2929.230,1223.760,,112.790,0.000,71.000,10.000,0.030,0.000
Outflow,Malang,2009,6,144549.000,113290.100,12405.220,6151.210,2426.460,,144.790,0.000,115.000,25.000,38.030,0.000
Outflow,Malang,2009,7,16768.700,35127.750,8332.740,6758.880,4682.820,0.000,136.680,0.000,169.500,15.000,69.780,0.000
Outflow,Malang,2009,8,129506.700,83652.450,8457.560,7724.640,7114.350,1771.400,155.930,0.000,165.500,4.000,54.910,0.000
Outflow,Malang,2009,9,461039.300,388993.100,33852.240,14382.010,22937.870,15981.370,1824.140,0.000,22.500,12.000,5.110,0.000
Outflow,Malang,2009,10,86484.100,60394.100,2886.840,1809.670,1886.320,1175.310,97.520,82.000,0.000,0.000,45.190,0.000
Outflow,Malang,2009,11,128750.800,99086.050,2552.400,1645.420,1642.480,928.820,81.770,0.000,19.000,0.000,44.930,0.000
Outflow,Malang,2009,12,249672.600,135954.050,1780.520,842.480,934.980,1081.090,77.270,0.000,2.500,10.000,43.030,0.000
Outflow,Malang,2010,1,814.500,676.950,1417.000,1093.470,864.520,982.510,68.430,0.000,1.250,6.000,41.210,0.000
Outflow,Malang,2010,2,26494.700,31320.050,2350.020,1945.680,1261.360,1029.870,88.930,0.000,2.500,34.400,32.440,1.000
Outflow,Malang,2010,3,54778.400,57713.550,3642.900,2367.850,1307.300,1029.200,108.110,0.000,0.250,69.600,12.340,0.000
Outflow,Malang,2010,4,64803.900,46525.150,4220.540,3052.150,2276.660,1047.210,309.610,0.000,4.750,8.000,47.250,0.000
Outflow,Malang,2010,5,107685.500,74164.350,3344.320,2851.800,2049.320,981.480,187.080,0.000,3.000,10.000,44.810,0.000
Outflow,Malang,2010,6,175985.500,91201.850,5595.860,4028.820,2999.370,1417.820,209.900,0.000,2.000,20.000,50.040,0.000
Outflow,Malang,2010,7,112176.800,93467.100,11416.840,9044.560,5581.010,2997.870,353.640,138.480,8.000,32.000,58.190,0.000
Outflow,Malang,2010,8,321164.300,237298.450,54388.520,61311.450,40537.680,21365.720,3819.740,480.080,85.750,128.000,74.510,0.000
Outflow,Malang,2010,9,251194.900,197410.200,4905.440,10358.050,7733.030,5018.600,1392.270,135.680,6.250,117.600,52.080,0.000
Outflow,Malang,2010,10,101324.100,64077.900,792.000,1000.260,698.650,337.750,227.820,38.320,0.250,30.400,0.370,0.000
Outflow,Malang,2010,11,95872.640,65691.250,1248.390,1662.230,897.160,418.850,166.280,51.560,0.000,8.000,17.260,0.000
Outflow,Malang,2010,12,319581.500,178866.500,989.460,1087.340,758.070,330.460,120.680,52.520,0.000,0.000,26.890,0.000
Outflow,Malang,2011,1,1437.500,1304.500,1819.280,1404.930,954.940,360.010,117.270,64.880,0.000,0.000,24.880,0.000
Outflow,Malang,2011,2,57079.900,73446.000,1114.260,1134.670,844.400,317.630,106.660,48.680,0.000,2.000,53.750,0.000
Outflow,Malang,2011,3,101267.600,85817.450,3018.720,1868.570,1284.930,440.310,176.990,67.480,1.750,0.000,24.590,0.000
Outflow,Malang,2011,4,170089.900,167200.900,3876.140,2315.960,2076.100,486.810,177.960,73.610,5.000,0.000,20.180,0.000
Outflow,Malang,2011,5,164459.800,133182.650,8349.380,5293.010,3962.680,1955.950,108.760,116.240,58.000,16.000,11.510,0.000
Outflow,Malang,2011,6,247276.700,172418.100,9216.240,7466.300,4254.890,1381.200,99.510,270.880,91.250,0.000,41.450,0.000
Outflow,Malang,2011,7,268613.900,171452.450,17892.680,15431.280,10288.190,4094.880,954.520,176.440,107.500,55.200,79.920,0.000
Outflow,Malang,2011,8,644552.800,562755.850,51027.860,67813.940,54327.250,25823.820,8015.260,190.000,7.500,56.000,51.030,0.000
Outflow,Malang,2011,9,156100.500,72168.650,769.040,1176.230,958.620,495.260,51.920,41.320,9.000,2.000,1.120,0.000
Outflow,Malang,2011,10,224892.800,151474.100,2608.200,1510.740,1197.700,460.590,63.470,81.570,0.000,16.000,29.040,0.000
Outflow,Malang,2011,11,148648.400,100086.300,3705.140,1891.300,1342.350,770.910,91.400,73.600,0.000,38.000,33.920,0.000
Outflow,Malang,2011,12,391658.400,287539.900,6044.200,4203.580,2379.770,801.390,103.990,70.950,3.500,0.000,13.020,0.000
Outflow,Malang,2012,1,96057.500,73301.800,6950.180,3428.500,2408.090,1252.420,57.610,132.460,20.000,0.000,18.920,1.000
Outflow,Malang,2012,2,162092.700,91411.300,4592.620,2694.120,1953.390,817.080,76.140,109.720,0.000,39.000,18.060,0.000
Outflow,Malang,2012,3,231387.600,180020.150,7290.020,4599.340,3785.240,873.000,47.330,130.000,3.000,55.800,28.180,0.000
Outflow,Malang,2012,4,261385.000,148321.350,6733.440,3218.100,3581.620,837.020,19.450,135.120,42.000,42.200,12.250,0.000
Outflow,Malang,2012,5,190732.300,133921.600,13225.880,5379.230,4901.160,1441.640,25.140,150.000,55.000,39.000,22.360,0.020
Outflow,Malang,2012,6,365303.700,193148.800,11782.180,6945.240,5065.120,2219.270,35.850,175.680,65.000,44.000,32.340,0.000
Outflow,Malang,2012,7,349882.800,218875.200,36710.280,37082.490,25813.270,10208.390,191.230,363.200,65.000,47.000,31.330,0.000
Outflow,Malang,2012,8,480534.600,471111.050,32213.940,30239.670,33739.430,13154.460,1453.900,95.120,47.850,12.200,9.150,0.000
Outflow,Malang,2012,9,153858.900,97661.450,992.180,914.430,704.800,262.380,6.640,10.320,12.150,0.000,0.060,0.000
Outflow,Malang,2012,10,228084.300,151564.050,3017.320,2739.750,1378.040,359.910,15.130,0.400,18.000,0.000,0.110,0.000
Outflow,Malang,2012,11,204370.500,158376.800,2556.540,1250.090,1004.920,304.820,22.940,0.600,20.500,10.000,15.110,0.000
Outflow,Malang,2012,12,402061.300,268348.050,3394.980,1808.140,923.310,302.930,57.360,0.000,9.500,1.600,1.550,0.000
Outflow,Malang,2013,1,70736.200,46382.750,2361.420,2248.870,1422.120,483.320,37.450,3.000,23.000,18.000,14.050,0.000
Outflow,Malang,2013,2,144670.800,98155.150,3375.860,3463.120,2078.780,642.990,43.170,2.000,48.500,7.200,4.070,0.000
Outflow,Malang,2013,3,227521.400,200475.200,3158.680,7845.840,8617.360,2182.300,278.910,65.000,68.000,4.400,1.960,0.000
Outflow,Malang,2013,4,122703.100,115418.050,3606.140,3761.510,4155.490,1165.950,119.250,81.000,61.500,10.600,3.460,0.000
Outflow,Malang,2013,5,175350.300,185134.050,1306.180,7183.770,8141.160,2675.100,277.480,189.560,96.250,9.000,4.470,0.000
Outflow,Malang,2013,6,249024.300,162106.850,1656.560,7427.020,12854.860,4021.460,357.910,285.000,114.500,34.000,25.570,0.000
Outflow,Malang,2013,7,624105.800,357117.850,40366.460,31781.630,54158.150,28107.420,626.580,425.000,106.250,54.000,37.480,0.000
Outflow,Malang,2013,8,428336.500,301013.500,1139.520,2455.560,4180.830,1990.300,175.710,34.000,6.750,0.000,3.050,0.000
Outflow,Malang,2013,9,176347.000,84685.300,416.040,479.750,1420.640,346.390,11.200,86.000,17.000,2.000,1.450,0.000
Outflow,Malang,2013,10,260697.900,216888.750,1438.160,1076.580,1422.600,386.070,17.210,91.000,33.500,2.000,2.160,0.000
Outflow,Malang,2013,11,257124.800,201245.250,1189.680,1012.690,1311.070,424.980,15.840,72.080,23.500,2.000,1.760,0.000
Outflow,Malang,2013,12,592336.700,669941.600,5609.920,3178.190,1560.440,540.980,17.780,87.280,48.250,22.000,14.140,0.000
Outflow,Malang,2014,1,151983.300,97313.500,3682.340,2416.530,1795.870,541.850,24.720,170.000,97.250,23.400,13.540,0.000
Outflow,Malang,2014,2,174329.500,107613.400,3096.660,4236.600,1925.190,601.030,21.360,146.000,53.750,16.400,11.190,0.000
Outflow,Malang,2014,3,276228.000,409638.400,4148.000,3626.470,2897.990,529.990,23.990,162.000,69.250,29.800,12.630,0.000
Outflow,Malang,2014,4,201818.500,192720.600,5251.600,3548.290,4315.250,1222.170,24.260,205.000,75.750,23.200,12.170,0.000
Outflow,Malang,2014,5,368758.300,272668.800,19300.120,17502.590,11862.360,5063.750,17.400,185.000,100.000,29.400,16.860,0.000
Outflow,Malang,2014,6,193863.400,144487.950,7641.620,8021.780,9510.090,3952.840,48.650,162.000,58.250,43.200,22.240,0.000
Outflow,Malang,2014,7,1706100.500,992758.300,81602.700,69497.700,57763.710,23929.810,741.540,158.000,45.000,11.200,6.010,0.000
Outflow,Malang,2014,8,154579.400,97936.800,530.620,941.560,773.930,360.020,16.310,60.000,15.750,4.000,2.450,0.000
Outflow,Malang,2014,9,210234.300,171966.100,1067.060,1349.190,1118.120,502.030,30.600,105.000,33.250,4.800,3.010,0.000
Outflow,Malang,2014,10,352008.700,239739.750,1522.260,1528.160,955.240,395.790,34.540,62.000,41.250,5.800,3.520,0.000
Outflow,Malang,2014,11,343010.500,213264.100,2427.640,1505.820,843.780,450.880,28.730,145.000,63.250,19.600,12.820,0.000
Outflow,Malang,2014,12,567877.300,397334.350,2054.080,3218.210,1248.200,376.820,61.900,114.000,63.000,25.200,8.920,0.000
Outflow,Malang,2015,1,156144.300,103046.500,3707.800,2774.880,1772.710,637.800,122.430,29.000,131.250,40.800,21.010,0.000
Outflow,Malang,2015,2,114583.000,141425.250,3375.280,3113.990,2307.690,793.970,88.850,41.000,82.750,34.200,16.520,0.000
Outflow,Malang,2015,3,182629.400,172676.650,2438.360,2761.850,1732.680,922.220,77.660,198.000,87.750,29.200,12.020,0.000
Outflow,Malang,2015,4,463324.800,351028.700,4468.180,4446.710,2925.840,1353.480,109.800,65.000,143.250,31.600,15.420,0.000
Outflow,Malang,2015,5,268946.300,209561.200,8033.200,4815.910,6317.810,2510.140,89.510,141.000,161.750,50.000,28.220,0.000
Outflow,Malang,2015,6,491123.100,192825.450,63269.760,60274.580,27812.180,20956.470,124.060,266.000,164.250,55.600,39.230,0.000
Outflow,Malang,2015,7,1363287.800,545075.900,39806.660,36156.310,51749.940,12939.600,322.030,6.000,4.500,3.200,3.610,0.000
